--------------
select id, medieval_catalogue from books_book where medieval_catalogue > '' order by id
--------------

id	medieval_catalogue
2746	Cat., p. 367
2747	Cat., pp. 302, 373
2748	Cat., pp. 303, 367
2749	Cat., pp. 302, 371
2750	Cat., p. 366
2751	Cat., p. 371
2752	Cat., pp. 301, 372
2753	Cat., pp. 301, 372
2754	Cat., pp. 301, 372
2755	Cat., pp. 302, 372
2756	Cat., p. 373
2757	Cat., p. 368
2758	Cat., p. 369
2759	Cat., pp. 304, 369
2760	Cat., p. 369
2761	Cat., pp. 302, 373
2762	inv. 1327; cat., p. 368
2763	Cat., pp. 302, 370
2764	Cat., p. 371
2765	Cat., p. 371
2766	? Leofric; cat., pp. 303, 367
2767	Cat., p. 370
2768	Cat., p. 372; Leland
2769	Cat., p. 370
2770	Cat., p. 369
2771	Cat., p. 370
2774	Cat., pp. 309 (?), 373
2775	Cat., pp. 309 (?), 373
2776	Cat., pp. 302, 372
2777	Cat., p. 370
2778	Cat., p. 371
2779	Cat., pp. 302, 303, 372
2780	Cat., 305, 371
2781	Cat., p. 368
2782	Cat., pp. 309, 370
2783	Cat., p. 370
2784	Cat., pp. 303, 371; Leland
2785	cat., pp. 305, 367; Leland
2786	cat., pp. 308, 36
2787	Leofric
2788	Cat., pp. 302, 371
2789	Cat., pp. 302, 372
2790	Cat., pp. 302, 370
2791	Leofric; cat., pp. 302, 367 or 371
2792	Cat., pp. 302, 372
2794	Cat., p. 368; Leland
2795	Cat., p. 370
2796	Cat., pp. 307 (?), 373
2797	Cat., p. 370
2798	Cat., p. 367
2799	Cat., p. 373
2800	Cat., pp. 303, 372
2801	Cat., p. 370
2802	Cat., p. 368
2803	Cat., pp. 303, 372
2804	Cat., pp. 302, 373
2805	Cat., pp. 302, 372
2806	Cat., pp. 304, 369
2807	Cat., pp. 302, 373
2808	Cat., pp. 302, 373
2809	Cat., p. 373; Leland
2810	Cat., p. 371
2811	? Leofric; cat., pp. 303, 371; Leland
2812	Cat., p. 369
2813	Cf. cat., p. 304
2814	Cf. cat., p. 333
2826	Leland
2899	cf. Cat., fol. 102v
2907	Monyton list, 25
2909	Monyton list, 53
2917	? Leland
2919	Leland
2921	Cat., p. 441; Leland
2929	Monyton list, 55
2952	Leland
3207	?
3321	?
3362	Leland 
3382	Cf. cat. 289
3383	Cat. 108
3385	Cat. 225
3387	Leche, 16
3389	Cf. cat. 60
3392	Leche, 25
3396	Cat. 55
3397	Cat. 51 or 52
3398	Leche, 42
3401	Cf. cat. 14
3403	Cf. cat. 15
3410	Cf. cat. 19
3411	Cat. 199
3412	Cf. cat. 26, 27
3414	Cat. 20
3416	Cat. 130
3420	Cat. 21
3421	Leche, 41
3429	Cat. 186
3430	Leche 13
3431	Cat. 175
3436	Cf. cat. 155, 156
3439	Cf. cat. 218
3441	Cf. cat. 372
3455	cf. cat. 66
3459	Cat. 109
3460	cat. 84
3463	Cat. 312
3464	cf. cat. 22
3465	cat. 29 or 30
3473	Cat. 143
3474	? Cat. 370
3476	cf. cat. 149
3477	Cf. cat., p. 150, n. 1
3479	Cf. cat. 215
3483	cf. cat. 216
3484	Cat. 38
3488	Cat., p. 145, n. 2
3497	Cf. cat. 266
3499	cat. 140
3502	cat. 61
3509	Cat. 49
3511	Cf. cat. 249, 272
3514	Cat. 141, n. 5
3518	Cf. cat. 211
3521	Cf. cat. 180
3522	Cat. 168
3523	Cat. 117
3526	Cf. cat. 158
3527	Cat. 114
3539	Cat. 163, Libraria 64
3540	Cat. 35 (= no. 25 of the books In libraria)
3541	Cat. 185, Libraria 68
3542	Cat. 174
3543	Cat. 162, Libraria 65
3544	Cat. 243
3545	Cat. 150
3546	Cat. 276, Libraria 116
3547	Cat. 595
3548	Cat. 368, Libraria 188
3551	Cat. 604, Libraria 225
3552	Cat. 604a
3563	Cf. cat. p. 124, l. 9
3564	Cf. cat. p. 124, l. 41
3565	Cf. cat., p. 124
3599	Young 73
3606	Cat. 1; old cat. 1
3607	Cat. 1; old cat. 1
3608	Cat. 44
3610	Cat. 53; old cat. 58 
3611	Old cat. 19
3612	Cat. 28
3613	Cat. 63; old cat. 3
3614	Cat. 65
3615	Cat. 67
3616	Cat. 59; old cat. 27
3617	Cat. 86; old cat. 73; Leland
3618	Cat. 62; old cat. 36
3619	Cat. 3; old cat. 85
3620	Cat. 6--9
3621	Cat. 12; old cat. 73
3622	Cat. 13; old cat. 73
3623	Cat. 15; old cat. 73
3624	Cat. 16; old cat. 73
3625	Cat. 17; old cat. 73
3626	Cat. 20
3628	Cat. 84; old cat. 61
3629	Cat. 52
3630	Cat. 38
3631	Cat. 70
3632	Cat. 34
3633	Cat. 33
3634	Cat. 25
3635	Cat. 88
3638	Cat. 99; old cat. 70
3640	Cat. 75
3641	Cat. 49
3643	Cat. 22
3644	Cat. 47; old cat. 40
3645	Cat. 30
3647	Cat. 5
3648	Cat. 74; old cat. 6 (or 72)
3649	Cat. 73; old cat. 4
3650	Cat. 76; old cat. 62
3652	Cat. 79
3653	Cat. 24
3654	Cat. 45
3655	Cat. 77; old cat. 14
3656	Cat. 10
3658	Cat. 415
3659	Cat. 43
3660	Cat. 26
3661	Cat. 55; old cat. 24
3662	old cat. 20 or 39
3663	Cat. 54; old cat. 59
3664	? old cat. 83
3665	Cat. 98; old cat. 55 (?)
3666	Cat. 100
3667	Cat. 93
3668	Cat. 81
3669	Cat. 108
3670	Cat. 90
3671	Cat. 50; old. cat. 16; Leland
3672	Cat. 101 ?; Leland
3673	Cat. 29
3674	Cat. 72; old cat. 69
3675	Cat. 91
3676	Cat. 27; old cat. 77
3677	Cat. 23; cf. old cat. 86
3678	Cat. 97; old cat. 80; Leland
3679	Cat. 82
3681	Cat. 78; old cat. 13
3682	Cat. 39
3683	Cat. 61
3684	Cat. 21; old cat. 87
3686	Cat. 18
3687	Cat. 64
3688	Cat. 46; old cat. 38
3690	Cat. 85; old cat. 62
3691	Cat. 31
3693	Cat. 103; old cat. 39
3694	Cat. 87; old cat. 71
3697	Cat. 4; Leland
3698	Cat. 32; Leland
3699	Old cat. 15 (?); cat. 60; Leland
3700	Cat. 102; Leland
3701	Cf. old cat. 60
3704	Cat. 56; old cat. 25
3705	Cat. 57
3706	Cat. 58; old cat. 63
3707	Cat. 94--96; old cat. 28
3720	Leland
3721	Leland
3722	Leland
3723	Cf. inv. 1367
3737	Cat. O.(3)
3738	Cat. M.(1)
3739	Cat. O.(4)
3740	Cat. M.(7)
3741	Cat. M.(9)
3742	Cat. M.(5)
3743	Cat. M.(6)
3744	Cat. N.(2)
3748	Cat. C.(1)
3752	Cat. (Q.2)
3755	Cat. G.(3)
3756	Inv. 1295 (117); cat. F.(1)
3759	Baldock 15
3807	? Leland
3812	ff.8
3814	Q.Pm
3824	Leland
3867	Horn 2
3868	Horn 2
3876	? Horn 4
3919	Leland
3935	Leland
3942	cat., p. xciv
4120	Bozoun cat. 30
4125	Bozoun cat. 26
4145	Bozoun cat. 29, ?26
4159	Bozoun cat. 27
4262	Liber 163 in ordine; DK.H.1444, 74
4264	Cat. 209, 434
4265	Cat. 209, 96
4266	Cat. 209, 430
4269	Andrew 25
4271	Cat. 209, 134; inv. fol. 25
4272	Warham 64
4275	Inv., fols. 2v, 24
4277	Inv., fols. 23v, 27v
4282	Cf. Bale, Index, p. 452
4289	Leland
4301	Leland
4305	Leland
4310	cf. list 1501, 110
4311	List 1501, 50; etc.
4312	cf. list 1501, 111; etc. 
4313	List 1501, 165; etc.
4314	List 1501, 311
4315	List 1501, 26; etc.
4318	cat. 1409, H
4319	C over erased F; Cat. 1409, F
4321	? Cat. 1315, 22
4326	List 1400, 41
4327	List 374
4329	List 1374
4334	Cat. 26
4335	Cat. 51 
4336	Cat. 1
4337	Cat. 1
4338	Cat. 85
4339	Cf. cat. 52
4340	Cat. 72
4341	Cat. 71
4342	Bale, Index, p. 468
4352	Cat T.205
4354	Reg. Coll., sub anno 1496
4357	Cat. T.184; cf. electio 1519, Norice 20
4363	Cat. T.228
4367	Cat. D.28
4368	Bale, Index, p. 192
4370	Reg. Coll., sub anno 1483, 37
4375	Cf. Bale, Index, p. 384
4376	Reg. Coll., sub anno 1483, 37
4377	Cat. D.22
4378	Cat. D.22; electio 1519, Barlow 11
4380	Cat. E.120
4381	Cf. Bale, Index, p. 13
4382	Cat. P.49
4386	Cat., p. 228
4393	Leland
4396	Cf. cat., p. 69
4399	Cat., p. 69 
4401	Cat., p. 68 
4402	Cat., p. 70
4407	Cat., p. 67 
4408	Cf. Bale, Index, p. 399
4413	Cf. Bale, Index, p. 238, etc.
4442	Cat. 14
4443	Cat. 22
4457	Cf. cats., pp. lxxxvi, 365
4458	Cf. cat., p. lxxxviii
4476	Cat., p. 363
4479	Cat., p. 363
4486	Leland, De Script. Brit., p. 264
4492	Cf. cat., p. 364
4498	Cat., p. 120
4502	Cat, p. 120
4504	Cat., p. 119
4505	Cat, p. 118
4506	Cat., p. 119
4507	Cat., p. 119
4508	Cat., p. 119
4509	Cat., p. 119
4510	Cat., p. 119
4511	Cat., p. 119
4512	Cat., p. 121
4515	Cat., p. 120
4520	Cat., p. 120
4522	Cat., p. 119
4527	Cat., p. 121
4547	Cat., p. 119
4548	Cat., p. 117
4549	Cat., p. 117
4550	Cat., p. 117
4560	Cf. cat., p. 120
4564	Cat., p. 118; list in B.Q.R., 9
4565	Cat., p. 118; list in B.Q.R., 7
4568	Cat., p. 120
4577	Cat., p. 118
4579	Cat., p. 119
4581	Cat., p. 121?
4583	Cf. ca., p. 119
4585	Cat., p. 119
4586	Cat., p. 121
4587	Cat, p. 121
4589	Cat., p. 120
4590	Cat., p. 120
4591	Cf. cat., p. 120
4593	Cf. cat., p. 119
4599	Cat., p. 122 or 123
4600	List in BQR, 13
4602	List in BQR, 15
4608	Cf. cat., p. 118
4613	Leland
4614	Leland
4617	Cat., fol. 2
4619	Cat., fol. 2v
4625	Cat., fol. 1v; Leland
4626	Cf. cat., fol. 5
4627	Cat., fol. 3
4629	Cat., fol. 3v; Leland
4631	Cat., fol. 3v; Leland
4636	Cat., fol. 4v
4649	Cf. cat. I, p. 127
4651	Cf. cat. I, . 123; II.7
4654	Cf. cat. I, p. 126; II.96
4656	Cat. I, p. 128; II.18
4657	Faustina List 10
4659	Cf. cat. II.186
4660	Cat. I, p. 126; II.98
4661	Cat. I, p. 124; II.46
4663	Cf. cat. I, p. 127; II.57
4664	Cf. cat. I, p. 126; II.74
4666	Cat. I, p. 124; II.47
4669	Cat. II. 100 (ii)
4672	Cat. II.120
4673	Cf. cat. I, p. 126; II.50
4677	Cf. cat. I, p. 127; II.57
4682	Cat. II.240
4685	Cat. II.237
4687	Cat. I, p. 14; II.80
4689	Cat. I, p. 125; II.24
4690	Cf. cat. II.241
4692	Cat. II.49
4693	Cat. II.3
4697	Cat. II.128
4698	Cat. I, p. 125; II.28
4701	cf. cat. II.13
4702	Cat. II.117, 200
4707	Cat. I, p. 125; II.83
4709	Cat., I, p. 122; II.9
4710	cat. I, p. 122; II.2
4711	Cat. I, p. 122; II.12
4712	Cat. I, p. 122; II.15
4713	Cat. I, p. 122; II.18
4714	Cat. I, p. 123; II.19
4715	cat. I, p.123; II.21
4716	cat. II.20
4717	Cat. II.5
4718	Cat. I, p. 122; II.6
4719	Cat. I, p. 122; II.6
4720	Cat. I, p. 122; II.1
4721	Cat. II.81
4723	Cat. I, p. 125; II.93
4725	Cat. I, p. 125; II.34
4726	Cat. I, p. 125; II.35
4728	Cat. I, p. 126; II.76
4730	Cat. I, p. 125; II.30
4731	Cat I, p. 125; II.31
4732	Cat. I, p. 125; II.24
4733	Cat. I, p. 125; II.29
4734	Cat. I, p. 123; II.37
4735	Cat. II.94
4743	Cat. I, p. 127; II.91
4749	Cat. II. 236
4754	Cat. I, p. 127; II.99
4755	Cat. I, p. 127; II. 92
4758	Cat. II. 239
4764	Cat. II.197
4768	Cat. I., p. 123; II.16
4769	Cat. I, p. 127; II.112
4771	Cat. II.144
4775	Cf. cat. I, p. 126
4776	Cf. cat. I, p. 127; II.57
4777	Cat. I, p. 124; II.48
4782	cf. Cat., p. 6
4783	Cat. p. 6, (6)
4785	Cat. I.77
4790	Cat. I, p. 122; II.4
4830	Wethamstede list, p. 268
4831	de armariolo A
4855	Whethamstede list, p. 268
4931	Leland, Script. Brit., p. 152
4945	Cf. Leland, Itin. 1. 263
4946	Young 160
4948	Leland
4951	Cf. Young 23
4952	Young 31
4955	Young 155?
4958	Young 154
4972	Young 158 & 159
4973	Young 157
4977	Young 135?
4978	Young 163
4979	Young 134
4980	Young 84
4981	Young 93
4982	Young 126
4983	Young 56
4984	Young 72
4985	Young 167
4986	Young 24
4987	Young 105
4988	Young 172
4989	Young 156
4990	Young 38
4991	Young 2
4992	Young 124
4996	Cf. Young 145
4997	Cf. Young 146
4998	Young 90
4999	Young 37
5000	Young 59
5001	Young 75
5003	Young 83
5004	Young 130
5005	Young 45 or 152
5008	Young 57
5009	Young 98
5010	Young 5
5011	Young 18
5012	Young 116
5013	Young 51
5014	Young 3
5015	Young 168
5016	Young 97
5017	Young 101
5018	Young 119
5019	Young 120 or 143
5020	Young 42
5021	Young 68
5022	Young 41
5023	Young 118
5024	Young 43
5025	Young 63
5026	Young 45 or 152
5028	Young 121
5029	Young 54
5030	Young 66
5031	Young 1
5033	Cf. Young 19
5034	Young 57
5035	Young 111
5038	Young 112
5039	Young 110
5040	Young 78
5041	Young 81
5042	Young 25 or 179
5043	Young 173
5044	Young 50
5048	Young 133
5050	Young 64
5051	Young 11
5053	Young 26
5054	Young 9
5055	Young 139
5058	Young 61 or 114
5059	Young 141
5061	Young 22
5062	Young 10
5063	Young 65
5064	Young 103
5065	Young 181
5066	Young 149
5067	Young 46
5068	Young 47
5069	Young 150
5070	Young 180
5071	Young 60
5072	Young 12
5073	Young 100
5074	Young 120 or 143
5075	Young 153
5076	Young 53
5078	Young 85
5079	Young 138
5080	Young 168
5081	Young 176
5082	Young 86
5083	Young 17
5084	Young 29
5085	Young 40
5086	Young 32
5087	Young 33
5090	Leland; Young 87
5091	Young 67
5092	Young 123
5093	Young 169
5094	Young 144
5096	Young 71
5097	Young 95
5099	Young 58
5100	Young 25 or 179
5101	Young 6
5102	Young 44
5103	Young 48
5106	Young 30
5109	Young 89
5110	Young 99
5111	Young 14
5112	Young 15
5114	Young 108
5115	Young 107
5116	Young 122
5117	Young 171
5118	Young 35
5119	Young 34
5120	Young 151
5121	Young 127
5122	Young 55
5123	Young 96
5124	Young 21
5125	Young 74
5126	Young 13
5127	Cf. Young 162
5129	Young 128
5131	Young 20
5133	Young 132
5134	Young 82
5135	?
5136	Young 148
5137	Young 174, 91
5139	Young 7
5140	Young 131
5157	Young 136
5158	Young 175
5159	Young 125
5160	Young 117
5161	Young 161
5165	Young 77
5167	Young 61 or 114
5168	Young 27
5219	Leland
5272	Leland
5346	Cat. B.2
5355	Cat. N.49
5357	Cat. N.49
5358	Cat. L.33
5359	Cat. L.33
5360	Cat. L.33
5361	Cat. L.33
5373	cat. K.11
5374	Cat. B.40
5377	Cat. M.2
5378	Cat. O.16
5379	Cat. L.44
5380	Cat. M.72
5385	Cat. E.1
5387	cat. D.75
5389	? Cat. M.64
5390	Cat. O.10
5392	Cat. E.67
5397	Cat. N.84, 85
5405	Cat D.122
5406	Cat. P.51
5407	cat. R.1
5411	Cat. K.9
5412	Cat. N.64
5418	Cat. M.44
5427	Cat. R.36
5429	Cat. K.59
5440	Leland
5441	Leland
5443	Leland
5444	Leland
5445	Leland
5446	Leland
5487	Leland
5488	Leland
5497	cat. G.XV
5498	cat. P.IIII
5499	cat. P.II
5501	cat. B.XXV
5502	Cat. N.II
5503	cat. B.XXII
5505	cat. P.X
5509	Leland
5522	Leland, Coll., 1. 173
5547	cat. 18
5556	Leland
5563	cf. cat. 22
5606	Leland
5607	Leland
5609	Leland
5610	Leland
5611	Leland
5626	Bale
5638	Inv. 1388, 13; 1540, p. 344
5642	Leland
5651	Inv. 1388, 1; 1540, p. 343
5652	cf. Leland
5660	Inv. 1540, p. 344
5810	Cf. Cat., p. 71
5811	Cat., p. 70
5812	Cat., p. 66
5813	Cat., p. 68
5899	Blacman 4
5902	Blacman 34
5912	Blacman 2
5913	Blacman 1
5914	Blacman 13
5937	Cf. Young 37, 38
5953	Leland
5958	Cf. Young 167
5959	Cf. Young 275
5960	Young 309
5962	Young 6
5964	Young 61
5965	Young 67
5966	Young 59
5968	Young 5
5970	Young 70
5971	Young 3
5974	Young 21
5975	Young 25
5976	Young 41
5977	Young 18
5979	Young 35
5980	Young 39
5981	Young 333
5982	Young 253
5983	Young 53
5984	Leland; Young 36
5985	Young 73
5986	Young 26
5987	Cf. Young 28
5993	Leland; Young 305
5994	Young 218
5995	Young 291 or 292
5997	Young 55
6000	Young 98
6005	Leland
6011	Young 324
6012	Young 240
6014	Young 222
6015	Young 24
6016	Young 217
6017	Young 221
6018	Young 216
6019	Young 332
6020	Young 223
6021	Young 318, 319
6022	Young 317
6023	Young 320
6024	Young 321
6030	Young 92
6031	Young 245
6032	Young 227
6033	Young 101
6034	Young 118
6035	Young 186
6037	Young 71
6038	Young 107
6039	Young 15
6040	Young 182
6042	Young 169
6043	Young 201
6044	Young 109
6045	Young 255
6046	Young 241
6047	Young 208
6048	Young 72
6049	Young 283
6050	Young 254
6051	Young 170
6052	Young 7--10
6054	Young 323
6055	Young 152
6056	Young 29
6057	Young 95
6058	Young 264
6059	Young 100
6060	Young 88, 91 or 93
6061	Young 225
6062	Young 163
6063	Young 270
6064	Young 34
6065	Young 259
6066	Young 106
6067	Young 159
6068	Young 247
6070	Young 86
6071	Young 249
6072	Young 63
6073	Young 153
6074	Young 49
6075	Young 63
6077	Young 137
6078	Young 14
6079	Young 151
6082	Young 187
6083	Young 224
6084	Young 96
6086	Young 260
6087	Young 150
6088	Young 295
6089	Young 234
6090	Young 64
6091	Young 262
6092	Young 149
6093	Young 80
6094	Young 308
6095	Young 203
6096	Young 168
6097	Young 52
6098	Young 11
6099	Young 105
6100	Young 166
6101	Young 157
6102	Young 307
6103	Young 4
6104	Young 2
6105	Young 47
6106	Young 51
6107	Leland; Young 272
6108	Young 256
6109	Young 200
6111	Young 179
6112	Young 87
6113	Young 97
6114	Young 27
6115	Young 77
6116	Young 261
6117	Young 175 (?)
6119	Young 289
6120	Young 180
6121	Young 142
6122	Young 141
6123	Young 143
6124	Young 140
6125	Young 144
6126	Young 146
6127	Young 138
6128	Young 138
6129	Young 139
6130	Young 174 (?)
6131	Young 206
6132	Young 251
6133	Young 193
6134	Young 76
6135	Young 236
6136	Young 232
6137	Young 250
6138	Young 304
6139	Young 306
6140	Young 204
6141	Young 108
6142	Young 211
6143	Young 290
6144	Young 126
6145	Young 207
6146	Young 99
6148	Young 62
6149	Young 197
6150	Young 94
6151	Young 178
6152	Young 32
6153	Young 116
6155	Young 173
6156	Young 171
6157	Young 294
6158	Young 258
6159	Young 161
6160	Young 127
6161	Young 184
6162	Young 1
6163	Young 78
6164	Young 185
6165	Young 268
6166	Young 191
6167	Young 271
6168	Young 30
6169	Young 198
6170	Young 44
6171	Young 48
6172	Young 285
6173	Young 85
6174	Young 202
6175	Young 300
6176	Young 181
6177	Young 57 (?)
6178	Young 160
6179	Young 233
6180	Young 145
6181	Young 209 (?)
6182	Young 267
6185	Young 210
6186	Young 154
6187	Young 212 (?)
6188	Young 219
6189	Young 83
6190	Young 325
6191	Young 331
6193	Young 113
6194	Leland; Young 42
6195	Young 58 or 60
6196	Young 120
6197	Young 111
6198	Young 121
6199	Young 231
6200	Young 244
6201	Young 242
6202	Young 65
6203	Young 328
6204	Young 312 (?)
6205	Young 125
6206	Young 156
6207	Young 40
6208	Young 243
6209	Young 238
6210	Young 31
6211	Young 190
6212	Young 302
6213	Young 340
6214	Young 89
6215	Young 338
6216	Young 230
6217	Young 164
6219	Young 155
6220	Young 263
6221	Young 135
6222	Young 288
6223	Young 226
6224	Young 281
6225	Young 273
6226	Young 276
6227	Young 165
6228	Young 214
6229	Young 90
6230	Young 114
6231	Young 334
6233	Young 45
6234	Young 278
6235	Young 43
6236	Young 280
6237	Young 220
6238	Young 310
6239	Young 326
6240	Young 115
6241	Young 239
6243	Young 332
6244	Young 279
6245	Young 122
6246	Young 196
6247	Young 329
6248	Young 237
6249	Young 112
6250	Young 336
6251	Young 123
6252	Young 148
6253	Young 25
6254	Young 162
6255	Young 287
6256	Leland; Young 335
6257	Young 46
6258	Young 117
6259	Young 341
6260	Young 269
6261	Young 66
6262	Young 246
6263	Young 327
6264	Young 134
6265	Young 299
6266	Young 265
6267	Young 311
6268	Young 82
6269	Young 68
6270	Young 274
6271	Young 303
6272	Young 228
6273	Young 315 (?)
6274	Young 314 (?)
6298	Newton
6305	Newton
6325	Leland
6335	Leland
6347	cat. 493
6349	Cat. 165
6350	Cf. cat. 645
6351	Cat. 160
6352	cat. 643
6353	Cat. 104
6356	Newton
6357	Newton
6358	Cf. Newton 37.
6359	cf. Newton 72, 73, 38
6365	Leland
6371	? Part of cat. 1599
6379	Cat., p. 350
